"Periods" "Amplitudes"
Inf 0.0138310918530587
404177.624838961 0.0189930202811339
94781.7733772186 0.0237942921087763
123817.665494348 0.00745232101816053
98714.5326529546 0.0102336160979324
130615.469971292 0.00671940535017805
2379077.33653481 0.00101267750530054
63562.8788667602 0.00947038493272518
61908.8327471739 -0.0455068116306206
220848.621050861 -0.0132804105505538
186266.550020114 0.0132550374465662
74376.8570899768 0.000871078893449006
34773.9432081941 0.00814617919777546
64520.8280551297 -0.0252745310697614
54925.0988630589 -0.0027358279959202
43187.3432292776 0.00510273154383044
138203.057401403 0.011929965777726
38047.4003673336 0.00747287915142397
319685.681880186 0.00406188439710792
2379077.33653481 -0.0220623928152761
178500.275394522 0.00609282659566188
42417.3420684692 0.0118971460543881
486895.522589923 0.948986832097031
75424.489726556 0.120863734518601
117692.432803387 0.004449858557292
82074.5196107438 0.000231132530721283
35289.7583239717 0.011031196407638
66319.4176500124 0.389497802742269
73106.7674133579 -0.011031196407638
166042.257241992 0.00609282659566188
38665.762675456 0.0178457190815822
34272.9897582469 0.00255136577191522
369311.470626202 -0.00586472515896194
65307.7349856459 0.00159816452451184
102987.782041299 0.0178457190815822
37448.5050548113 0.0116051543101725
52500.9491491038 0.00407308959888773
612183.29788244 -0.00726802625776025
301675.345652209 0.0058077348016199
134725.87494632 0.177340482210811
32019.1355841402 0.300300059365381
91150.3682868738 -0.00126146762363674
210014.754508795 0.00139062082739099
1189538.66826741 -0.00244985716666393
43985.8168819534 0.194182866832183
49357.2663264773 0.305892070005814
166042.257241992 0.0052478189937283
404177.62483896 0.00161667380634761
46465.3043464886 0.0088983124643814
42001.1976174821 -0.00394957653888244
32455.9483752079 0.00320514651117856
48354.0934445094 -0.0200852105901912
47390.8866886093 0.0142055773990878
77893.9823232349 0.008168651423157
31593.9244590729 0.00109429055881845
60338.6871968429 0.00868763630181959
210014.754508795 -0.00244978381140398
57583.9481545411 0.0138692466009286
42756.0299363469 -0.0150942927898028
41272.5551647826 -0.0116542429823688
35821.1064094988 0.00278891404791124
56223.1061261885 0.00254434688180875
87786.957852032 0.00184099568905647
192979.363120452 -0.0248622882606967
39304.5568174664 -0.00788853619335281
50402.9454921313 0.00648453439011426
112144.661074779 0.0014789721529627
67151.0906274953 0.00414135209071461
107647.740709817 0.00339382486094747
146726.55434764 0.00324190126079329
32904.8442176515 0.00376931536201943
43538.4899904306 0.00433186816609015
793025.778844938 0.000458233207931312
117692.432803387 0.0138310918530587
65307.7349856459 0.00219461858464409
102987.782041299 0.0110402195145985
192979.363120452 0.00350356590538152
79337.4976132942 0.00186440507084629
202088.81241948 0.00159816452451184
138203.057401403 0.00765409731574565
53685.6726236913 0.0122192687966632
345483.917403753 0.00650242276634207
61908.8327471739 0.00185795486024736
130615.469971292 0.0088983124643814
63562.8788667602 0.0142055773990878
76777.132926217 0.00755942695311581
486895.522589923 0.000719991842677814
54925.0988630589 0.00344826051753484
178500.275394522 0.00550492375606468
123817.665494348 0.00292941763980077
